estacion,start_date,harvest_date,harvest_steps,dry_yield,fresh_yield,yield_potencial,seasonal_irrigation,type_soil,MinTemp_min,MaxTemp_min,Precipitation_min,ReferenceET_min,MinHmd_min,MaxHmd_min,Radsolar_min,MinTemp_max,MaxTemp_max,Precipitation_max,ReferenceET_max,MinHmd_max,MaxHmd_max,Radsolar_max,MinTemp_mean,MaxTemp_mean,Precipitation_mean,ReferenceET_mean,MinHmd_mean,MaxHmd_mean,Radsolar_mean,MinTemp_last_quarter_min,MaxTemp_last_quarter_min,Precipitation_last_quarter_min,ReferenceET_last_quarter_min,MinHmd_last_quarter_min,MaxHmd_last_quarter_min,Radsolar_last_quarter_min,MinTemp_last_quarter_max,MaxTemp_last_quarter_max,Precipitation_last_quarter_max,ReferenceET_last_quarter_max,MinHmd_last_quarter_max,MaxHmd_last_quarter_max,Radsolar_last_quarter_max,MinTemp_last_quarter_mean,MaxTemp_last_quarter_mean,Precipitation_last_quarter_mean,ReferenceET_last_quarter_mean,MinHmd_last_quarter_mean,MaxHmd_last_quarter_mean,Radsolar_last_quarter_mean
BUG,2021/01/01,2021-10-06,277,25.75328690015046,85.8442896671682,29.15000556517934,960,ClayLoam,15.1,23.9,0.0,2.0,29.0,95.0,120.7,21.1,34.2,42.3,7.9,76.0,100.0,639.7,18.80931899641577,30.39426523297491,3.4777777777777774,4.970609318996416,49.691756272401435,99.93548387096774,437.5336917562724,15.1,25.3,0.0,2.4,29.0,99.0,265.8,20.1,34.2,42.3,7.8,72.0,100.0,624.6,18.383870967741935,30.721505376344084,2.4645161290322584,5.072043010752688,47.634408602150536,99.98924731182795,446.3236559139785
FLO,2021/01/01,2021-07-15,194,17.988893686365323,59.962978954551076,19.227003494608333,570,ClayLoam,15.5,22.4,0.0,1.5,34.0,80.0,136.5,21.0,35.1,62.6,8.0,84.0,100.0,633.6,18.822959183673472,30.419387755102044,5.506632653061224,4.769897959183674,49.90816326530612,95.45918367346938,404.3020408163265,15.5,24.1,0.0,1.9,34.0,84.0,173.5,21.0,35.1,35.0,8.0,74.0,100.0,610.8,18.64130434782609,30.708695652173915,4.566304347826088,4.595652173913043,49.70652173913044,96.25,391.63913043478254
FLO,2021/04/17,2021-11-01,197,0.9757285934813201,3.252428644937734,19.590846055418968,465,Clay,15.5,24.1,0.0,1.9,27.0,75.0,173.5,21.0,36.2,57.5,8.8,74.0,100.0,622.4,18.644221105527638,31.2391959798995,4.4110552763819095,4.6969849246231155,46.969849246231156,95.12060301507537,388.49698492462306,15.9,25.9,0.0,2.6,27.0,75.0,206.0,20.0,36.2,57.5,8.8,68.0,100.0,622.4,18.630107526881723,31.606451612903232,4.147311827956989,4.763440860215053,44.70967741935484,94.12903225806451,385.4591397849463
TUL,2021/01/01,2021-12-31,363,31.90021991846349,106.33406639487829,37.19242350546325,1005,ClayLoam,14.8,23.4,0.0,1.6,30.0,96.0,111.5,21.3,34.2,63.1,7.7,82.0,100.0,650.2,18.58876712328767,30.2013698630137,4.096438356164383,4.7443835616438355,50.794520547945204,99.92328767123287,455.0372602739726,14.8,25.4,0.0,2.6,31.0,100.0,272.7,20.3,34.2,46.4,7.7,68.0,100.0,650.2,18.351612903225803,30.43010752688172,4.20752688172043,4.881720430107527,50.365591397849464,100.0,462.24193548387086
PTA,2021/01/01,2021-09-16,257,15.472026040790832,51.57342013596944,26.756868540841428,660,SiltClay,15.5,22.5,0.0,1.5,30.0,86.0,113.4,22.0,33.1,59.3,7.0,93.0,100.0,606.6,19.55907335907336,30.127413127413128,3.994980694980695,4.478378378378379,52.69111969111969,99.01930501930502,427.68301158301153,15.5,26.0,0.0,2.3,30.0,86.0,199.1,22.0,32.6,59.3,7.0,70.0,100.0,600.3,19.340860215053763,30.503225806451614,2.353763440860215,4.713978494623657,50.053763440860216,98.45161290322581,444.35268817204303
PTA,2021/01/01,2021-12-31,363,31.89868144053403,106.32893813511343,37.19209587745046,1215,SiltClayLoam,15.5,22.5,0.0,1.5,23.0,86.0,113.4,22.0,35.6,59.3,7.9,93.0,100.0,635.8,19.57917808219178,30.265753424657536,4.090684931506849,4.556164383561644,52.10958904109589,99.05479452054794,432.27041095890416,18.1,27.0,0.0,2.4,23.0,93.0,245.4,21.1,35.6,48.3,7.9,67.0,100.0,635.8,19.6247311827957,30.417204301075266,4.701075268817204,4.629032258064516,51.54838709677419,99.31182795698925,436.5870967741935
TUL,2021/01/01,2021-09-17,258,1.362391385081271,4.541304616937571,26.876684037658148,570,Clay,14.8,23.4,0.0,1.6,30.0,96.0,111.5,21.3,33.8,63.1,7.7,82.0,100.0,650.2,18.681153846153848,30.060000000000002,3.9580769230769226,4.651153846153846,51.16153846153846,99.8923076923077,449.3565384615385,14.8,25.2,0.0,2.3,30.0,97.0,256.7,20.3,33.8,37.2,7.7,70.0,100.0,650.2,18.23333333333333,30.222580645161287,2.5999999999999996,4.8516129032258055,49.55913978494624,99.90322580645162,462.8559139784946
CAR,2022/01/01,2022-08-07,217,20.294857572906835,67.6495252430228,22.028212055511563,540,SiltClayLoam,16.6,23.5,0.0,1.3,35.0,97.0,121.4,21.1,34.5,56.9,7.3,81.0,100.0,644.1,19.54931506849315,30.165753424657535,6.41095890410959,4.54337899543379,53.0365296803653,99.89041095890411,457.4721461187215,18.0,25.4,0.0,2.2,43.0,99.0,267.7,21.1,33.1,43.8,6.5,71.0,100.0,614.4,19.581720430107527,29.907526881720432,6.852688172043012,4.397849462365592,54.516129032258064,99.98924731182795,453.2709677419355
GUA,2021/01/01,2021-11-01,303,1.6167028746082357,5.389009582027453,32.25307720847951,780,Clay,15.4,23.5,0.0,1.5,26.0,89.0,131.4,21.5,33.7,40.3,8.4,80.0,100.0,641.4,18.699344262295078,29.950491803278688,3.7016393442622952,4.81672131147541,50.665573770491804,98.55737704918033,439.76950819672135,15.4,24.5,0.0,2.6,26.0,93.0,232.1,20.8,33.7,40.3,8.4,72.0,100.0,641.4,18.608602150537635,30.0258064516129,3.6559139784946244,5.1000000000000005,49.1505376344086,98.3763440860215,451.9258064516129
JAM,2021/01/10,2021-11-01,294,27.208229619646175,90.69409873215392,31.178449038189278,840,SiltClayLoam,13.8,23.3,0.0,1.6,26.0,98.0,153.1,21.3,35.0,77.3,8.2,86.0,100.0,651.9,18.826013513513512,30.280405405405407,6.4479729729729724,4.661148648648648,53.49324324324324,99.98310810810811,452.73750000000007,13.8,26.4,0.0,2.5,26.0,98.0,263.3,20.1,35.0,61.2,8.2,69.0,100.0,651.9,18.58064516129032,30.322580645161292,4.770967741935484,4.818279569892474,51.935483870967744,99.96774193548387,459.15268817204304
AER,2021/01/01,2021-10-13,284,1.5184485583070566,5.061495194356856,29.97923872088962,735,Clay,14.1,21.9,0.0,1.4,27.0,95.0,108.0,21.6,34.9,56.9,8.8,87.0,100.0,655.3,18.752447552447553,30.333566433566432,3.2825174825174823,5.0741258741258735,53.12937062937063,99.85314685314685,453.5548951048951,14.1,26.5,0.0,2.5,27.0,95.0,202.5,20.7,34.9,23.0,8.8,68.0,100.0,655.3,18.459139784946235,30.710752688172043,2.3010752688172045,5.363440860215054,49.73118279569893,99.7741935483871,464.6440860215053
GIN,2021/01/10,2021-11-01,294,17.254182400930226,57.51394133643409,31.177686472603515,810,SiltClay,14.5,23.5,0.0,1.5,28.0,92.0,160.3,21.5,34.1,78.8,7.8,82.0,100.0,655.2,18.7125,30.167905405405406,3.9486486486486485,4.603716216216216,51.12837837837838,99.39864864864865,441.05405405405406,14.5,24.9,0.0,2.0,28.0,97.0,234.4,20.1,34.1,32.2,7.7,70.0,100.0,629.2,18.344086021505376,30.16451612903226,3.7591397849462362,4.601075268817204,49.784946236559136,99.6236559139785,440.8978494623655
MAR,2021/01/01,2021-10-23,294,27.10781088088454,90.35936960294846,,1275,SiltClayLoam,15.3,21.6,0.0,1.0,29.0,96.0,83.5,21.4,34.4,38.8,8.5,87.0,100.0,651.7,18.917567567567566,29.809152542372885,2.879391891891892,5.065762711864406,54.317567567567565,99.92905405405405,454.6314189189189,15.3,25.2,0.0,2.3,29.0,96.0,248.1,20.2,33.8,38.8,8.5,75.0,100.0,651.7,18.622580645161293,29.958695652173905,3.53978494623656,5.434782608695652,52.60215053763441,99.93548387096774,470.7279569892473
PLR,2022/01/01,2022-06-23,172,15.789326098602109,52.63108699534036,16.63590105403104,1050,SandyLoam,15.5,22.6,0.0,1.5,37.0,94.0,142.1,20.9,33.1,54.5,7.6,85.0,100.0,606.2,18.817816091954025,29.391379310344824,3.999425287356321,4.2862068965517235,54.09770114942529,99.4367816091954,400.57931034482755,16.5,22.6,0.0,1.5,40.0,96.0,142.1,20.9,33.1,45.5,7.2,85.0,100.0,606.2,19.041935483870965,29.13978494623656,4.246236559139786,3.996774193548387,56.11827956989247,99.74193548387096,389.0494623655913
HON,2021/01/01,2021-10-10,281,1.5146465613123754,5.048821871041252,29.619743537581844,795,Clay,14.5,22.1,0.0,0.8,16.0,70.0,91.7,23.5,35.3,69.9,10.1,87.0,100.0,654.5,18.82049469964664,29.93816254416961,3.1035335689045938,5.135335689045937,46.48581560283688,97.2720848056537,437.46643109540634,14.5,25.4,0.0,1.8,16.0,70.0,199.3,23.5,35.3,20.8,10.1,59.0,98.0,645.5,18.552688172043013,30.49462365591398,1.7290322580645163,5.608602150537634,38.55434782608695,94.04301075268818,451.43548387096774
FLO,2021/03/12,2021-11-01,233,21.769992987452166,72.56664329150722,23.889685054642293,735,ClayLoam,15.5,24.1,0.0,1.9,27.0,75.0,173.5,21.0,36.2,57.5,8.8,74.0,100.0,622.4,18.674468085106383,31.003829787234046,4.773617021276596,4.711063829787234,47.69787234042553,95.18297872340426,391.4212765957447,15.9,25.9,0.0,2.6,27.0,75.0,206.0,20.0,36.2,57.5,8.8,68.0,100.0,622.4,18.630107526881723,31.606451612903232,4.147311827956989,4.763440860215053,44.70967741935484,94.12903225806451,385.4591397849463
PRA,2021/01/01,2021-12-05,337,19.457740359118574,64.85913453039525,35.96009320270859,900,SiltClay,15.0,21.7,0.0,1.6,28.0,86.0,121.8,21.0,33.5,51.0,8.9,86.0,100.0,691.5,18.356637168141592,29.313864306784655,4.153687315634218,4.846607669616519,49.932153392330385,96.27728613569322,406.68997050147493,16.4,24.5,0.0,2.3,28.0,86.0,205.4,20.1,33.5,39.8,8.2,69.0,100.0,605.1,18.084782608695654,29.614130434782602,5.218478260869565,5.081521739130435,49.01086956521739,96.94565217391305,421.5380434782608
AER,2021/01/01,2021-08-25,235,21.953376872914344,73.17792290971448,24.124333149500266,990,SiltClayLoam,14.1,21.9,0.0,1.4,31.0,95.0,108.0,21.6,33.5,56.9,7.5,87.0,100.0,638.9,18.77848101265823,30.205063291139243,3.333755274261603,4.944303797468355,53.92827004219409,99.86919831223629,445.810970464135,14.1,24.7,0.0,1.7,31.0,95.0,191.6,21.1,33.5,56.9,7.3,73.0,100.0,594.8,18.379569892473118,30.37956989247312,2.559139784946236,4.947311827956989,51.56989247311828,99.86021505376344,441.7408602150538
MEL,2021/01/27,2021-11-01,277,16.058591833902685,53.52863944634229,29.147155991744448,615,SiltClay,13.4,22.7,0.0,1.4,25.0,100.0,128.4,21.0,35.3,73.8,7.0,89.0,100.0,569.0,18.708602150537637,30.761290322580646,4.968458781362006,4.30931899641577,53.70503597122302,100.0,413.14336917562724,13.4,26.4,0.0,2.5,25.0,100.0,247.1,20.1,35.3,73.8,7.0,77.0,100.0,569.0,18.541935483870972,31.03333333333334,4.841935483870968,4.5182795698924725,51.40860215053763,100.0,421.1956989247312
BUG,2021/01/01,2021-12-31,363,20.707006862430422,69.0233562081014,37.19547552570944,855,SiltClay,15.1,23.9,0.0,2.0,29.0,95.0,120.7,21.1,34.2,54.0,7.9,76.0,100.0,639.7,18.72739726027397,30.42054794520548,3.830958904109589,5.001369863013698,49.75342465753425,99.95068493150686,442.20109589041095,15.4,25.3,0.0,3.0,31.0,100.0,299.3,19.8,33.9,54.0,7.8,70.0,100.0,624.6,18.448387096774198,30.472043010752685,4.759139784946237,5.074193548387098,50.096774193548384,100.0,455.6322580645162
YOT,2021/01/01,2021-11-01,303,27.964504959536114,93.21501653178706,32.256690154082314,2145,SandyLoam,15.3,23.7,0.0,1.5,30.0,94.0,143.7,21.2,38.3,74.4,9.3,82.0,100.0,667.5,18.918360655737708,30.31639344262295,3.4534426229508197,5.050819672131148,52.50819672131148,99.60655737704919,448.7973770491803,16.3,26.0,0.0,2.8,30.0,94.0,275.4,20.5,34.3,69.5,8.6,67.0,100.0,667.5,18.71182795698925,30.510752688172047,3.5129032258064514,5.278494623655915,50.86021505376344,99.58064516129032,461.4989247311828
ORT,2022/01/01,2022-08-07,217,20.294857572906835,67.6495252430228,22.028212055511563,1185,SandyLoam,16.0,23.9,0.0,1.3,34.0,100.0,170.1,20.8,33.2,62.8,6.6,84.0,100.0,603.2,18.95525114155251,29.657077625570775,5.4132420091324205,4.13013698630137,55.99543378995434,100.0,417.96621004566214,16.0,24.6,0.0,1.6,45.0,100.0,211.7,20.8,32.5,33.4,6.5,78.0,100.0,579.4,18.698924731182792,29.316129032258072,5.0892473118279575,3.8838709677419354,57.67741935483871,100.0,401.8774193548389
JAM,2021/01/01,2021-11-10,312,17.039078477908888,56.796928259696294,33.329230610895635,645,SiltClay,13.8,23.3,0.0,1.6,26.0,98.0,153.1,21.3,35.0,77.3,8.2,86.0,100.0,651.9,18.829936305732485,30.238853503184714,6.408598726114651,4.636624203821657,53.62420382165605,99.98407643312102,451.0828025477707,16.8,26.4,0.0,2.5,26.0,98.0,263.3,20.1,35.0,61.2,7.9,69.0,100.0,651.9,18.798924731182794,30.17096774193548,5.302150537634409,4.7247311827957,53.17204301075269,99.96774193548387,456.64516129032256
CAN,2022/01/01,2022-08-07,217,20.292362521050713,67.64120840350238,22.025547893884227,810,SiltClayLoam,15.1,23.6,0.0,1.9,37.0,95.0,145.4,20.3,34.0,38.5,7.2,80.0,100.0,628.0,18.653424657534245,30.000456621004563,2.7036529680365304,4.384018264840182,52.44748858447488,99.73059360730593,416.6013698630137,15.1,25.0,0.0,2.1,40.0,97.0,183.2,20.3,32.4,38.5,6.7,70.0,100.0,582.2,18.46881720430107,29.58279569892473,2.801075268817205,4.150537634408602,53.74193548387097,99.91397849462365,403.520430107527
CAN,2021/01/27,2021-11-01,277,25.75001755976892,85.8333918658964,29.146626852415462,1890,SandyLoam,13.9,22.6,0.0,1.5,27.0,92.0,130.4,21.7,34.7,61.7,7.4,85.0,100.0,626.9,18.760931899641573,30.820788530465958,3.8724014336917567,4.642652329749104,49.66308243727599,99.54838709677419,437.4867383512544,13.9,25.7,0.0,2.4,27.0,95.0,254.3,20.5,34.7,49.8,7.4,68.0,100.0,611.7,18.53548387096774,30.96344086021506,3.967741935483871,4.716129032258065,47.946236559139784,99.74193548387096,442.28494623655916
PRA,2021/01/01,2021-12-31,363,20.341934964222073,67.80644988074025,37.18725214676413,960,SiltClay,15.0,21.7,0.0,1.6,28.0,86.0,121.8,21.0,33.5,51.0,8.9,86.0,100.0,691.5,18.32712328767123,29.377260273972606,3.9827397260273973,4.8863013698630136,49.54520547945206,96.17808219178082,408.54164383561647,16.4,24.5,0.0,2.3,28.0,86.0,205.4,20.1,33.5,39.8,8.2,69.0,100.0,605.1,18.07741935483871,29.65268817204301,5.133333333333333,5.094623655913979,48.87096774193548,96.91397849462365,422.2741935483871
TIP,2021/01/01,2021-11-01,303,27.96113071035007,93.20376903450024,32.25307720847951,885,ClayLoam,14.1,23.0,0.0,1.6,25.0,98.0,158.4,20.9,34.7,70.1,7.9,89.0,100.0,617.0,18.85180327868852,30.372131147540983,4.634098360655738,4.927868852459016,52.5344262295082,99.99344262295082,447.60819672131146,14.1,25.1,0.0,3.1,25.0,98.0,275.0,20.9,34.7,40.5,7.9,74.0,100.0,617.0,18.777419354838713,30.461290322580645,3.7129032258064516,5.1752688172043015,50.67741935483871,99.97849462365592,451.4247311827957
MIR,2021/01/01,2021-09-10,251,23.43437814633068,78.11459382110228,26.040053173438825,1425,SandyLoam,15.2,22.7,0.0,1.3,32.0,99.0,159.7,21.0,33.8,65.6,7.2,84.0,100.0,643.1,18.747826086956525,29.727667984189726,5.584189723320158,4.000395256916996,53.17391304347826,99.99209486166008,414.7162055335969,15.2,24.3,0.0,1.6,32.0,99.0,194.7,20.2,33.0,36.8,6.3,75.0,100.0,580.7,18.468817204301075,29.64623655913978,2.946236559139785,3.8215053763440863,51.70967741935484,99.97849462365592,396.4096774193548
CEN,2021/01/01,2021-11-18,320,29.34812885566711,97.82709618555704,34.28217165062269,1065,ClayLoam,15.0,22.3,0.0,1.5,29.0,93.0,153.0,22.0,34.6,70.7,8.0,86.0,100.0,626.2,19.088509316770185,29.576708074534164,3.627639751552795,4.613354037267081,53.024844720496894,99.44099378881988,433.7121118012422,16.7,25.8,0.0,2.2,29.0,95.0,230.0,20.9,34.6,24.0,8.0,69.0,100.0,626.2,18.991397849462366,29.692473118279565,2.526881720430107,4.670967741935484,51.96774193548387,99.58064516129032,434.9516129032259
MEL,2021/01/01,2021-12-31,363,19.91968051601299,66.39893505337663,37.1926251632871,795,SiltClay,13.4,22.7,0.0,1.4,25.0,100.0,128.4,21.0,35.3,73.8,7.0,89.0,100.0,569.0,18.727123287671233,30.76356164383562,4.926575342465753,4.351780821917808,53.44230769230769,100.0,416.8797260273973,16.7,27.6,0.0,2.5,25.0,100.0,247.1,20.1,35.3,73.8,7.0,69.0,100.0,569.0,18.74301075268817,30.908602150537643,5.155913978494624,4.504301075268817,52.55913978494624,100.0,423.9161290322581
ZAR,2022/01/01,2022-08-07,217,20.28850053054713,67.62833510182377,22.0214382020649,765,SiltClayLoam,15.6,22.8,0.0,1.5,33.0,95.0,81.2,21.1,34.4,62.5,8.7,84.0,100.0,646.9,18.958447488584472,30.34200913242009,4.9908675799086755,5.284931506849316,51.29223744292238,99.68493150684931,460.089497716895,16.6,24.9,0.0,1.9,41.0,99.0,214.8,20.8,33.5,62.5,7.3,77.0,100.0,599.5,18.920430107526883,30.05806451612903,6.4752688172043005,4.906451612903226,53.03225806451613,99.97849462365592,454.1698924731184
CEN,2021/02/23,2021-11-01,250,23.34291977486946,77.8097325828982,25.920483924046476,1665,SandyLoam,15.0,22.3,0.0,1.5,29.0,95.0,153.0,22.0,34.6,70.7,8.0,86.0,100.0,626.2,19.043650793650794,29.55,3.821031746031746,4.575396825396825,53.15873015873016,99.5,431.7293650793651,15.0,25.8,0.0,2.2,29.0,95.0,230.0,20.9,34.6,24.0,8.0,69.0,100.0,626.2,18.92903225806452,29.8247311827957,2.3462365591397853,4.703225806451613,50.666666666666664,99.3010752688172,433.3215053763441
AMA,2021/01/01,2021-12-24,356,1.8107385698011331,6.035795232670444,37.033358814005965,795,Clay,15.1,22.6,0.0,1.7,27.0,84.0,159.9,21.2,33.5,74.1,8.8,82.0,100.0,654.4,18.575418994413408,29.64860335195531,3.64050279329609,4.90949720670391,50.68994413407821,97.65642458100558,432.0237430167598,16.4,25.8,0.0,2.3,29.0,84.0,216.4,20.0,33.5,41.0,8.8,67.0,100.0,640.9,18.316304347826087,29.815217391304348,4.26304347826087,5.182608695652173,50.380434782608695,98.31521739130434,444.73478260869564
VIT,2021/01/01,2021-10-29,300,27.714704707267906,92.38234902422636,31.898226547670426,690,ClayLoam,16.0,24.8,0.0,2.1,34.0,99.0,158.4,20.5,34.7,73.7,7.7,74.0,100.0,656.3,18.814238410596026,30.465894039735097,6.940728476821191,5.113576158940397,50.41059602649007,99.9635761589404,483.1509933774836,16.5,26.0,0.0,2.3,34.0,100.0,291.7,19.8,34.2,55.4,7.7,68.0,100.0,656.3,18.63010752688172,30.653763440860217,8.458064516129033,5.213978494623657,49.505376344086024,100.0,491.97741935483873
SDQ,2021/01/29,2021-11-01,275,15.35994212474459,51.19980708248197,28.907042928566028,585,SiltClay,13.6,22.8,0.0,1.2,30.0,100.0,165.5,20.9,34.9,117.0,7.3,89.0,100.0,631.8,18.32851985559567,30.089169675090254,6.326714801444044,4.405054151624548,55.96750902527076,100.0,449.3332129963899,13.6,26.6,0.0,2.4,30.0,100.0,260.2,20.2,34.9,80.4,7.3,70.0,100.0,631.8,18.053763440860212,30.149462365591393,6.134408602150539,4.617204301075269,54.193548387096776,100.0,458.652688172043
GIN,2021/01/01,2021-12-31,363,20.44155060740634,68.13850202468781,37.19186258010664,870,SiltClay,14.5,23.5,0.0,1.5,28.0,92.0,160.3,21.5,34.1,78.8,7.8,82.0,100.0,655.2,18.656164383561645,30.172876712328762,4.08986301369863,4.59945205479452,50.97260273972603,99.46849315068494,441.20794520547935,16.4,24.9,0.0,2.0,28.0,97.0,234.4,20.1,34.1,32.2,7.7,70.0,100.0,629.2,18.31827956989247,30.094623655913974,5.45483870967742,4.597849462365591,51.193548387096776,99.82795698924731,439.3516129032257
RIO,2022/01/01,2022-08-07,217,12.536429429312623,41.78809809770875,22.01951988140787,345,SiltClay,15.8,22.5,0.0,1.0,35.0,98.0,77.2,21.8,33.7,50.0,7.4,86.0,100.0,629.3,19.110045662100458,30.03835616438356,5.274885844748858,4.378538812785388,53.42009132420091,99.91324200913242,434.47077625570773,17.2,25.5,0.0,1.9,43.0,98.0,223.3,21.8,33.1,34.3,6.3,71.0,100.0,587.1,19.105376344086025,29.689247311827955,5.135483870967743,4.205376344086022,54.946236559139784,99.97849462365592,423.43440860215054
TUL,2021/01/01,2021-11-01,303,1.5631289192917865,5.210429730972622,32.25363813383612,600,Clay,14.8,23.4,0.0,1.6,30.0,96.0,111.5,21.3,34.2,63.1,7.7,82.0,100.0,650.2,18.65475409836066,30.128196721311475,4.099016393442623,4.695409836065574,51.049180327868854,99.90819672131147,452.1973770491804,14.8,25.4,0.0,2.3,30.0,99.0,272.7,20.3,34.2,46.4,7.7,68.0,100.0,650.2,18.33548387096774,30.33655913978495,4.110752688172043,4.893548387096775,49.82795698924731,99.98924731182795,465.44946236559133
MEL,2021/01/01,2021-09-05,246,1.2978082264322066,4.326027421440689,25.443031269835377,555,Clay,13.4,22.7,0.0,1.4,29.0,100.0,128.4,21.0,35.0,63.5,6.3,89.0,100.0,562.7,18.750403225806455,30.631048387096776,4.620161290322581,4.229032258064516,54.21862348178138,100.0,410.01653225806456,13.4,25.0,0.0,1.6,29.0,100.0,197.3,20.1,35.0,30.8,6.3,85.0,100.0,541.8,18.23118279569892,31.049462365591395,2.579569892473118,4.3419354838709685,51.74193548387097,100.0,408.88709677419354
MAR,2021/01/01,2021-07-09,188,17.38435520751603,57.947850691720106,18.50765676981734,1425,SandyLoam,15.3,21.6,0.0,1.0,41.0,97.0,83.5,21.4,34.4,37.2,7.5,87.0,100.0,614.1,19.049473684210525,29.683157894736837,2.691578947368421,4.841052631578947,55.252631578947366,99.93684210526315,444.6684210526316,15.3,22.6,0.0,1.3,41.0,99.0,130.5,21.4,32.6,37.2,7.3,85.0,100.0,602.0,18.941304347826087,29.6804347826087,2.983695652173913,4.954347826086957,55.79347826086956,99.98913043478261,452.3173913043479
PTA,2021/02/15,2021-11-01,258,15.472536861380377,51.57512287126792,26.876366937008534,660,SiltClay,15.5,22.5,0.0,1.5,23.0,86.0,113.4,22.0,35.6,59.3,7.9,93.0,100.0,635.8,19.517307692307693,30.14423076923077,4.1303846153846155,4.504230769230769,52.75769230769231,99.17692307692307,428.6765384615384,15.5,27.0,0.0,2.4,23.0,86.0,245.4,22.0,35.6,48.3,7.9,67.0,100.0,635.8,19.489247311827956,30.589247311827954,3.5892473118279566,4.733333333333333,49.913978494623656,98.64516129032258,440.631182795699
MIR,2021/01/01,2021-12-02,334,18.57997675247849,61.93325584159497,35.744670723337656,645,SiltClay,15.2,22.7,0.0,1.3,29.0,99.0,159.7,21.0,34.7,65.6,7.2,84.0,100.0,643.1,18.7389880952381,29.90148809523809,5.516071428571428,4.0809523809523816,52.467261904761905,99.99404761904762,419.3461309523809,16.8,26.7,0.0,2.2,29.0,100.0,226.0,20.2,34.7,55.5,7.0,68.0,100.0,605.1,18.694565217391304,30.370652173913044,5.203260869565218,4.271739130434783,50.44565217391305,100.0,429.4989130434782
TIP,2021/03/15,2021-11-01,230,1.221731566791495,4.07243855597165,23.53081111328898,525,Clay,14.1,23.0,0.0,1.6,25.0,98.0,176.8,20.9,34.7,70.1,7.9,89.0,100.0,617.0,18.81896551724138,30.29698275862069,4.67198275862069,4.928879310344827,52.831896551724135,99.99137931034483,445.9008620689655,14.1,25.1,0.0,3.1,25.0,98.0,275.0,20.9,34.7,40.5,7.9,74.0,100.0,617.0,18.777419354838713,30.461290322580645,3.7129032258064516,5.1752688172043015,50.67741935483871,99.97849462365592,451.4247311827957
CAR,2021/01/01,2021-08-10,220,12.946426390730242,43.154754635767475,22.339197043384434,525,SiltClay,17.3,24.1,0.0,1.7,32.0,96.0,124.6,20.9,35.2,50.9,7.3,82.0,100.0,644.1,19.386486486486486,30.86306306306306,4.687837837837838,4.8554054054054046,50.06306306306306,99.73873873873873,472.69189189189194,17.3,25.6,0.0,1.8,36.0,98.0,200.0,20.9,33.8,50.9,7.3,69.0,100.0,629.6,19.28709677419355,30.888172043010755,5.118279569892473,4.861290322580645,50.27956989247312,99.94623655913979,479.10537634408604
SDQ,2021/01/01,2021-12-31,363,19.42435728602467,64.74785762008223,37.19148719522261,735,SiltClay,13.6,22.8,0.0,1.2,30.0,99.0,165.5,20.9,34.9,117.0,7.3,89.0,100.0,631.8,18.336986301369862,30.137534246575346,6.065479452054794,4.441643835616438,55.63835616438356,99.9972602739726,450.98273972602743,16.2,26.6,0.0,2.6,30.0,100.0,260.2,20.2,34.9,62.8,7.3,70.0,100.0,631.8,18.33010752688172,30.195698924731182,8.378494623655914,4.743010752688171,55.10752688172043,100.0,470.8870967741935
PAI,2021/01/01,2021-10-20,291,17.238715723720972,57.462385745736576,30.82283572843476,675,SiltClay,15.4,24.3,0.0,1.8,31.0,94.0,117.3,21.2,34.4,43.7,8.1,77.0,100.0,666.9,19.029351535836177,30.80682593856655,4.080546075085324,4.895221843003414,48.81911262798635,98.95221843003414,455.8965870307168,15.7,25.3,0.0,1.8,31.0,96.0,200.3,20.5,33.9,41.3,7.2,71.0,100.0,617.6,18.659139784946237,30.847311827956986,5.127956989247312,4.948387096774194,48.27956989247312,99.29032258064517,472.3247311827956
AMA,2021/01/31,2021-11-01,273,25.283641772225067,84.2788059074169,,1035,SiltClayLoam,15.1,20.5,0.0,1.7,27.0,84.0,159.9,21.2,33.5,74.1,8.8,82.0,100.0,654.4,18.650909090909092,29.531636363636366,3.7858181818181813,4.871897810218979,50.956204379562045,97.58909090909091,430.0116788321168,15.7,25.8,0.0,2.3,27.0,84.0,212.1,20.0,33.5,41.0,8.8,67.0,100.0,640.9,18.431182795698923,29.62043010752688,3.4096774193548383,5.082795698924731,49.526881720430104,97.2258064516129,435.1440860215054
CEN,2021/01/01,2021-09-29,270,25.134484209463828,83.7816140315461,28.307778210424683,1035,SiltClayLoam,15.0,22.3,0.0,1.5,29.0,93.0,153.0,22.0,34.6,70.7,8.0,86.0,100.0,626.2,19.114338235294117,29.61948529411765,3.7761029411764704,4.632720588235294,52.838235294117645,99.34558823529412,435.2889705882353,15.0,25.1,0.0,2.5,29.0,95.0,247.6,20.8,34.6,18.3,8.0,72.0,100.0,626.2,18.872043010752687,29.940860215053764,1.670967741935484,4.7279569892473114,49.73118279569893,99.03225806451613,433.3021505376343
